Date,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,XOM,GE,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,WMT,GOOGL,AMZN,AABA
2006-01-03,77.76,51.7,10.34,70.4,57.87,57.25,17.21,20.4,24.08,56.42,35.1,126.7,40.39,82.45,25.19,61.07,39.83,34.29,32.52,26.25,10.85,23.65,58.3,44.85,56.45,62.6,30.2,46.36,211.47,47.47,39.69
2006-01-04,79.49,52.44,10.73,70.08,57.95,59.08,17.48,20.5,24.5,58.6,35.35,127.35,40.94,82.2,25.6,61.93,39.78,33.43,32.75,26.77,10.71,23.97,58.8,45.99,56.8,61.89,30.57,46.24,222.17,47.48,41.22
2006-01-05,78.41,51.9,10.69,70.55,59.02,58.68,17.94,20.36,24.13,58.57,35.27,126,40.1,81.4,25.93,62.57,39.61,33.82,32.92,26.96,10.69,24.55,58.7,46.79,56.3,62.23,31.28,46,223.22,47.16,40.93
2006-01-06,78.64,52.64,10.75,70.34,59.47,58.95,18.51,20.53,24.65,58.76,35.38,127.29,40.25,83.95,26.48,62.36,39.92,34.23,33.09,26.89,10.79,24.7,58.74,47,56.45,62.75,31.6,45.69,228.66,47.97,42.88
2006-01-09,78.5,52.82,10.96,69.28,60.45,59.49,18.97,20.74,24.85,59.8,35.4,128.5,40.8,84.1,26.39,62.52,39.88,34,33.22,26.93,10.72,24.98,58.45,46.71,56.37,62.9,31.39,45.89,233.44,46.55,43.1
2006-01-10,79,53.58,10.89,68.8,61.35,58.76,18.87,20.59,25.02,59.2,35.27,130.05,41.04,83.15,26.29,62.52,40.5,34.61,33.45,26.65,10.81,24.73,58.89,47.05,56.44,61.45,31.8,45.5,232.44,46.41,42.96
2006-01-11,78.44,53.7,11.98,69.97,60.87,59.22,18.98,20.83,25.38,59.68,35.14,131.45,42,84.37,26.13,62.96,40.73,34.82,33.49,27.01,10.91,24.6,58.94,47.18,56.7,62.6,31.8,46.06,235.87,45.65,42.19
2006-01-12,78.2,53.58,12.14,70.25,61.23,60,19.27,20.64,25.65,60.5,35.45,131.4,42.7,83.82,26.05,62.5,40.25,35.25,33.56,27.25,11.02,24.77,58.98,47.68,55.75,61.9,32.05,46.25,237.1,44.79,41.92
2006-01-13,76.95,53.7,12.14,69.64,62.02,59.89,19.13,20.69,25.61,59.51,34.9,132.02,41.91,83,25.96,61.9,39.78,34.65,33.53,27.03,10.84,24.69,58.41,47.38,55.55,61.34,32.28,45.68,232.39,44.48,41
2006-01-17,77.1,53.08,12.24,69.07,61.69,60.9,18.7,20.54,25.83,61.26,35.63,131,41.5,82.8,25.59,61.31,39.48,34.72,33.11,26.9,10.8,24.51,58.45,47.1,55.85,60.2,31.92,45.4,231.76,43.95,39.09
2006-01-18,77,52.65,11.87,68.55,62.36,61.98,18.4,20.5,25.23,61.72,34.9,131.06,41.57,84,22.87,61.75,39.11,34.58,33.12,26.74,10.63,24.19,58.5,46.44,56.15,61,31.34,44.65,223.87,43.19,35.01
2006-01-19,77.19,53.06,11.61,68.16,62.05,60.4,18.85,20.47,24.91,60.68,34.9,132.72,41.3,84.14,22.8,62.3,39.34,35.3,33.36,26.87,10.53,24.91,58,46.4,55.65,61.31,31.55,45.18,225.81,44.5,35.82
2006-01-20,76.91,52.59,11.33,68.1,62.51,62,18.91,20.42,26.1,61.81,34.3,132.85,41.16,83.04,22.44,61.24,38.81,35.2,33.32,27.01,10.64,24.97,58.51,46,55.98,61.4,31.5,45.64,219.57,44.23,34.44
2006-01-23,75.5,51.5,10.87,65.9,60.75,61.09,18.54,20,25.75,60.53,33.53,131.64,40.4,81.33,21.92,60.75,38.14,35.86,33.14,26.41,10.45,24.8,57.84,45.15,55.01,59.51,31.05,45,203.89,44.18,34.22
2006-01-24,74.01,51.9,11.25,67.41,60.79,62.05,18.17,20.6,25.6,60.9,33.55,132.63,39.99,81.39,21.53,60.19,38.27,35.94,32.73,26.34,10.54,25,58,44.73,55.76,58.05,31.18,45.55,218.23,43.66,34.55
2006-01-25,73.25,52.5,11.06,67.71,61.5,62.3,18.35,20.57,26.19,61.34,33.15,133.65,40.42,81.05,21.4,61,38.16,36,32.7,26.41,10.51,24.72,58.1,45.25,56.45,58.73,31,45.7,225.86,44.05,35.43
2006-01-26,73.22,53.15,10.65,67.44,63.3,61.5,18.57,20.64,25.5,60.79,32.93,133.01,40.1,81.5,21.4,58.75,38.71,35.5,33.34,26.56,10.64,24.95,58.75,45.45,57.47,57.99,31.76,46.21,219.99,43.95,34.94
2006-01-27,72.45,53.22,10.42,68.39,65.9,60.1,18.58,20.74,25.16,60.36,32.95,137.93,40.22,80.75,21.75,58.95,39.25,34.94,33.8,27.23,10.53,25.45,59.4,46,58.24,58.24,31.85,45.99,217.72,44.55,35.26
2006-01-30,72.9,53.15,10.17,68.52,66.53,60.85,18.69,20.92,25.22,62.88,32.9,139.55,39.72,80.21,21.83,58.71,39.52,34.9,34.41,27.82,10.33,26.15,59.13,46.89,58.54,58.4,32.25,46.4,214.83,45.41,35.06
2006-01-31,72.4,52.51,10.79,69,67,60.41,18.7,20.87,25.5,62.75,32.9,139.73,40,81.5,21.69,58.15,40.03,35.04,34.87,27.91,10.22,26.02,58.95,45.95,58,58.17,31.91,46.44,215.5,44.76,35.2
2006-02-01,72.3,52.45,10.71,70,68.1,59.38,18.4,20.6,25.15,62.77,32.66,141.4,40.45,80.9,21.24,57.67,39.88,35.01,34.27,27.96,10.16,25.75,59.1,45.36,58.12,59.3,31.68,46.05,194.71,43.92,34.45
2006-02-02,73.16,52.6,10.73,71.35,68.75,58.71,18.46,20.66,25.15,61.9,33.07,142.27,39.96,81.45,21.56,58.35,39.88,35.33,34.55,27.97,10.4,26.1,59.74,45.4,58.2,59.73,31.8,46.3,202.11,43.84,35.01
2006-02-03,71.75,52.57,10.32,71.7,68.2,58.12,18.29,20.51,24.98,61.65,32.8,141.55,39.85,80.55,21.14,57.26,39.45,35.45,34.5,27.48,10.36,25.78,59.39,44.9,57.76,59.36,31.35,45.99,197.01,37.7,34
2006-02-06,71,52.22,10.29,70.65,68.5,58,18.03,20.42,25.2,61.7,32.85,142.61,39.77,79.94,20.85,57.5,39.4,36,34.24,27.51,10.68,25.21,59.58,44.63,57.35,59.34,31.71,45.44,192.85,38.34,33.9
2006-02-07,71.16,52.1,9.75,71.3,68.3,58.54,17.84,20.7,25.57,61.59,32.66,142.35,39.34,79.5,20.62,57,39.2,36.3,33.7,26.95,10.54,25.05,59.47,43.93,57.21,58.5,31.61,45,191.69,38.08,33.01
2006-02-08,70.65,51.97,9.78,71.25,67.75,57.74,19.27,20.63,26.66,60,32.31,140.1,39,80.58,20.78,57.05,39.28,36.6,33.9,27.01,10.46,25.65,59.4,43.75,56.79,57.52,31.73,44.78,184.42,37.7,33.24
2006-02-09,71.36,52.95,9.87,71.77,69,58.12,19.52,20.56,26.86,60.55,32.78,141.14,39.22,80.4,20.77,59.15,39.53,36.31,34.48,26.96,10.48,26.37,59.46,43.59,56.84,58.5,32.62,45.48,185.79,38.61,33.01
2006-02-10,72.29,53.14,9.31,72.1,68.15,57.32,19.61,20.46,26.61,60.05,32.92,140.67,38.95,80.4,21.02,58.7,39.62,36.27,33.7,26.62,10.59,26,59.63,43.46,56.93,58.15,32.74,45.6,181.16,37.98,32.58
2006-02-13,72.69,53,9.52,71.95,68.3,56.63,19.62,20.69,26.68,59.43,33.2,139.65,39.02,81.33,21.18,58.38,39.77,36.41,34.32,26.63,10.52,25.4,59.58,43.53,57.15,58.5,32.98,45.47,173.49,38.25,32.21
2006-02-14,73.5,53.3,9.3,72.35,69,55.85,19.64,20.5,26.56,59.26,33.18,141.2,39.95,80.55,21.18,58.7,39.66,36.36,34.51,26.41,10.54,25.53,59.55,43.56,57.34,58.5,32.91,45.42,172.84,38.04,32.14
2006-02-15,73.71,53.68,9.59,72.37,69.93,55.85,19.6,20.7,26.75,59.81,33.54,142,41.1,80.86,21.35,59.08,39.97,36.26,34.58,26.6,10.53,25.47,59.75,44.24,57.92,59.4,33.62,46.29,170.81,38.24,32.62
2006-02-16,73.2,54.05,9.99,72.65,71.79,56.1,19.91,20.64,26.9,59.9,33.44,146.1,41.61,80.68,21.36,59.45,40.45,35.99,35,26.85,10.62,25.6,60.02,44.1,58.1,59.24,34.34,46.85,173.01,39.37,33.3
2006-02-17,73.15,54.48,10.04,72.55,72,56.78,19.94,20.82,27.05,60.37,33.35,146.19,41.85,80.91,21,59.18,40.66,36.37,35.98,26.67,10.53,25.8,60.59,43.4,58.3,58.25,34.55,46.63,185.11,38.93,32.88
2006-02-21,73.67,54.5,10.08,73.15,72,57.99,19.71,20.9,26.51,61,33.61,145.56,43,80.1,20.66,59.13,40.63,35.88,36.52,26.72,10.6,25.7,60.88,42.4,58.25,58.8,34.83,45.71,183.4,39.01,32.9
2006-02-22,73.19,53.97,9.86,73.06,72.59,57.9,19.57,21.02,27.23,60.6,33.55,143.45,42.13,80,20.42,59.01,40.89,35.75,35.81,26.53,10.66,25.69,61,43,58.94,58.34,34.52,45.93,183.76,38.31,32.49
2006-02-23,73.1,54.28,10.26,73.95,73.07,57.1,19.62,21.09,27.46,60.01,33.25,145.61,41.94,81.2,20.18,59,41.26,35.75,35.55,26.73,10.74,26.22,61.85,42.68,58.88,59.88,34,45.5,182.99,38.62,33.01
2006-02-24,73.94,54.59,10.31,73.65,72.5,57.56,19.7,21,27.71,60.34,33.25,143.05,41.8,80.65,20.19,58.69,40.94,35.49,35.54,26.59,10.82,26.1,61.32,42.24,58.35,59.1,34.06,45.7,188.84,38.25,33.2
2006-02-27,74,54.87,10.28,74.05,73.3,57.65,19.85,21.14,28,60.2,33.22,144.81,41.82,79.97,20.47,57.96,41.55,35.3,35.02,26.75,10.9,26.4,61.68,42.7,58.88,59,34,45.55,190.83,38.4,33.11
2006-02-28,73.7,54.3,10.23,73.9,73.1,56.69,19.96,21.26,28.46,59.52,33.2,143.6,42.18,80.1,20.55,57.81,41.59,35.3,35.09,26.95,10.85,26.6,61,42.8,58.7,58.93,34.14,45.57,196.8,37.79,32.63
2006-03-01,74.19,53.95,9.83,72.56,73.13,56.72,20.38,20.95,28,59.59,32.97,141.98,42.15,80.2,20.73,57.62,41.16,35,35.05,26.98,10.83,26.1,60.11,43.1,58.5,58.05,33.91,45.36,184.46,37.45,32.21
2006-03-02,73.64,54.11,9.86,72.75,74.14,57.24,20.93,21.04,28,60.04,32.7,143.07,42.18,79.55,20.68,57.5,41.63,34.93,34.75,27.02,10.72,26,59.99,42.62,58.5,58,34.2,45.01,182.32,35.64,32.01
2006-03-03,73.05,53.6,9.91,72.81,74.35,56.82,20.7,20.82,27.94,60.83,32.75,143.5,42,79.51,19.97,57.55,41.5,34.75,34.94,26.81,10.73,25.88,59.3,42.34,57.92,57.35,33.83,44.87,192.34,36.89,31.7
2006-03-06,72.46,53.73,9.67,73.7,74.63,56.75,20.97,20.88,28.15,60.95,33.06,146.54,42.16,79.91,20.43,57.57,41.48,34.61,35.11,26.92,10.81,26.16,59.55,42.74,57.9,56.3,33.7,45.49,190.65,37.32,31.53
2006-03-07,71.8,53.55,9.39,72.66,73.01,55.85,20.93,20.98,27.81,59.9,33.04,144.37,41.65,80.01,20.15,57.53,41.02,34.55,34.96,26.9,10.71,26.04,59.56,42.25,57.65,56.22,33.73,45.19,182.69,36.71,31.42
2006-03-08,72.51,53.59,9.47,72.85,73.04,55.32,20.71,20.86,27.99,59.45,33.06,143.55,41.1,80.25,20.01,58.15,41.49,34.67,34.6,26.99,10.59,26.1,60.25,42.41,57.9,56.43,33.51,45.2,177.14,36.72,31.31
2006-03-09,72.53,53.81,9.43,72.75,72.43,55.47,20.9,21.06,28.13,59.94,33.38,142.66,41.07,81.26,20.05,58.95,41.5,34.62,34.57,27.27,10.6,26.25,61.5,42.6,57.53,57.5,33.5,45.2,177.87,36.8,31.05
2006-03-10,71.9,53.25,9.14,73.77,71.35,54.15,20.6,21.31,28.04,58.92,33.28,141.63,40.64,81.03,19.83,58.65,41.06,34.6,34.75,27.06,10.67,26.34,61.45,42.23,57.1,56.39,34,45.44,171.92,36.24,30.4
2006-03-13,72.5,54.45,9.29,75.21,71.45,54.53,20.87,21.3,28.27,59.68,33.66,141.55,41.08,81.56,19.95,59.35,41.45,34.53,34.78,27.18,10.62,26,62.11,42.52,57.95,56.06,34.38,45.35,170.64,36.31,30.72
2006-03-14,72.18,53.77,9.4,74.84,71,55.2,20.82,21.24,28.46,59.55,33.5,145.92,41.11,81.51,19.73,59.15,41.26,34.17,35.1,27.04,10.55,25.9,60.09,42.69,58.05,55.45,34.1,45.19,168.74,36.04,30.1
2006-03-15,73.28,53.96,9.67,75.4,72.11,56.5,21.19,21.34,28.6,60.67,33.78,148.3,42.02,82.65,19.79,59.15,41.16,34.21,35,27.2,10.63,25.99,60.51,42.93,58.06,56.9,34.19,45.5,175.56,36.95,31.25
2006-03-16,74.49,54,9.55,76.25,74.93,56.51,21.49,21.36,28.81,60.97,34.65,149.1,42.47,83.43,20.05,59.95,41.42,34.7,35,27.34,10.62,25.93,59.8,43.04,57.83,57.29,34.5,45.56,174.48,37.08,30.77
2006-03-17,75.3,54.41,9.25,77.2,75.58,57.98,21.44,21.34,28.79,61.8,34.47,148.25,42.97,83.35,19.75,60.4,41.35,35.24,35.47,27.35,10.72,26.2,59.39,42.88,58.68,56.9,34.66,46.6,169.57,36.88,30.34
2006-03-20,74.84,55,9.32,78.5,76.88,57,21.62,21.41,28.68,60.77,34.54,150.05,42.72,83.11,19.45,60.4,41.31,34.94,35.54,27.7,10.62,26.39,59.38,42.11,58.65,56.58,34.35,47.03,171.34,35.92,30.38
2006-03-21,75.2,53.96,9.18,78.8,75.9,56.6,21.55,21.4,28.57,60.66,34.51,151.61,42.84,83.82,19.79,60.78,41.27,34.67,35.86,27.96,10.69,26.5,59.21,41.11,58.4,56.74,34.23,48.2,175.18,36.33,30.42
2006-03-22,74.76,52.09,8.88,77.45,73.7,56.42,21.24,20.9,27.46,59.9,33.65,148.3,42.77,83.35,19.66,60.3,41.19,35.03,35.55,27.08,10.61,26.35,58.7,41.67,57.48,55,33.7,47.2,170.04,36,30.33
2006-03-23,76.68,53.55,8.83,78.61,76.4,56.66,21.29,21.38,27.9,61.11,34.45,151.17,43.25,84.23,19.98,60.77,42.05,34.81,36.1,27.08,10.84,26.4,59.26,41.41,59.23,56.25,34.91,48.19,171.35,35.96,31.52
2006-03-24,76.65,53.1,8.61,78.05,76.26,56.7,21.34,21.18,27.49,61.15,34.03,151.68,43.72,82.99,19.75,60.66,41.99,34.54,36.12,26.71,10.76,26.24,58.56,41.34,59.1,56.18,34.72,48.7,184.49,35.72,32.28
2006-03-27,76.7,53.18,8.62,78.73,75.88,57.85,21.29,21.28,27.4,61.11,33.87,152.13,42.95,82.98,19.62,60.07,41.86,34.42,35.91,27.01,10.73,26,58.38,41.32,59.16,55.46,34.97,48.19,183.73,35.5,31.84
2006-03-28,76.84,53.4,8.52,78.5,75.55,58.41,21.61,21.16,27.41,61.45,33.71,155.01,42.9,82.86,19.75,59.8,41.93,34.36,36.04,27.01,10.66,25.73,58,41.15,59.35,54.56,34.91,47.95,186.04,35.21,31.45
2006-03-29,77.81,52.85,8.45,77.95,73.25,57.54,21.4,21.05,27.22,60.95,33.55,154.9,43.05,82.2,19.61,59.62,41.73,34.2,35.73,26.95,10.64,25.42,57.44,40.9,58.85,55.63,34.6,47.8,190.16,35.69,32.44
2006-03-30,77.57,52.4,8.97,78.95,73.65,58.75,21.6,20.99,27.68,61.25,34.07,157.73,42.81,82.88,19.9,59.22,41.54,34.41,35.72,27.03,10.74,25.24,57.53,41.96,58.23,55.75,34.88,48.05,194.79,36.45,32.75
2006-03-31,76.52,51.76,9.04,78.6,72.4,58.26,21.95,21.06,27.85,60.9,34.74,157,42.6,82.95,19.78,59.45,41.78,34.41,35.77,27.3,10.62,25.24,57.63,41.98,57.93,56.26,34.58,47.94,194.56,36.68,32.45
2006-04-03,75.97,52.81,9.1,78.25,72.71,58.35,21.85,21.05,27.87,61.36,34.79,157.99,42.38,82.72,19.68,59.49,41.95,34.45,35.47,27.67,10.64,25.09,57.69,42.04,58.08,56.6,34.25,47.27,194.96,36.67,32.41
2006-04-04,76.52,52.42,8.87,78.58,74.1,58.35,21.53,20.91,27.86,60.65,34.87,158.12,42.3,83.05,19.39,59.27,41.6,34.88,35.75,27.6,10.61,25.23,57.83,42.23,57.93,55.4,34.59,46.69,195.14,36.14,31.69
2006-04-05,77.89,53.45,9.24,78.85,75.5,58.91,21.59,21.02,27.87,61.63,34.65,160.5,42.69,83.33,19.34,58.6,42.17,34.58,35.38,27.88,10.61,25.04,57.95,42.5,58,55.17,34.5,46.58,204.31,36.66,32.3
2006-04-06,79.99,52.8,9.76,79.22,75.5,59.65,21.6,21,27.68,61.6,34.3,160.07,42.6,83.7,19.49,58.4,42.39,34.47,34.62,27.66,10.59,25.02,57.57,43.16,57.98,55.35,34,46.88,203.45,37.2,32.12
2006-04-07,81.25,52.44,10.13,79.99,75.6,59.68,21.18,20.9,27.75,61.77,34.55,162.04,42.39,83.6,19.46,58.45,42.25,34.63,34.5,27.61,10.64,25.1,57.5,42.15,58.38,54.65,33.8,46.5,206.41,38.55,32.85
2006-04-10,80.11,51.68,10.04,79.62,74.93,59.14,20.8,20.68,27.55,61.9,34.06,162.5,42.08,82.27,19.3,57.85,41.93,35,34.41,27.23,10.48,24.7,57.3,41.24,57.87,53.6,33.77,45.98,203.74,37.16,32.28
2006-04-11,80.17,51.77,9.86,80.63,76.22,59.9,20.98,21,27.81,62.2,33.92,163,41.9,81.83,19.42,57.71,42,35.39,34.42,27.29,10.44,24.65,57.27,42.11,58.05,52.65,33.48,45.6,208.42,36.61,32.45
2006-04-12,79.98,51.25,9.72,81.12,76.84,59.21,20.94,20.63,27.77,62.05,34.3,159.63,41.33,81.1,19.14,57.85,41.83,35.37,33.9,27.1,10.31,24.32,56.3,41.15,57.56,51.55,33,45.78,204.7,35.91,31.44
2006-04-13,80.9,51.2,9.48,83.7,77.2,58.4,20.99,20.58,27.82,61.29,34.19,158.45,40.9,81.18,19.19,57.84,41.96,35.49,33.65,27.08,10.33,24.25,56.4,41.15,56.62,53.46,32.7,45.96,204.52,35.95,31.14
2006-04-17,80.55,51.09,9.5,83.2,77.49,59.18,21.15,20.65,27.9,61.94,33.76,160.25,41.03,81.92,19.41,57.68,42.28,34.78,33.9,27.03,10.4,24.42,56.2,40.23,57,53.03,32.75,45.8,201.93,36.47,31.16
2006-04-18,80.36,51.1,9.29,82.42,77.05,59.85,21.01,20.52,27.74,62.49,33.52,162.75,40.41,81.89,19.26,57.7,42.22,34.32,33.73,26.94,10.22,24.42,55.94,41,57.75,52.7,32.6,46.14,204.17,35.39,31.17
2006-04-19,81.69,52.3,9.55,83.75,79.05,60.49,21.4,20.74,28.09,63.1,33.95,164.55,41.2,83.95,19.32,58.28,42.4,34.33,34.45,27.11,10.22,25.07,55.68,42,61.3,49.67,33.2,46.32,206.49,36.12,33.47
2006-04-20,81.85,51.88,9.93,84.71,78.99,60.7,21.14,20.87,27.46,64,33.8,166.06,40.85,81.65,19.77,58.06,42.5,34.55,34.62,27.05,10.26,24.73,56.16,43.05,63.29,49.35,32.67,46.37,205.71,36.7,33.48
2006-04-21,84,52.73,9.74,86.2,79.45,60.47,21,21,27.54,64.2,34.25,168.62,41.1,82.49,19.52,58.5,42.88,34.88,35.19,27.05,10.39,24.91,56.1,43.47,64.95,50.51,32.61,46.6,224.67,36.62,33.36
2006-04-24,84.01,52.2,9.55,86.66,78.25,61.57,20.57,20.88,26.81,64.76,33.81,165.5,40.47,81.3,18.5,58.51,42.51,34.35,34.32,27.07,10.38,24.72,56.15,42.72,63.79,49.48,32.5,45.62,219.92,36.12,33.01
2006-04-25,85,51.77,9.42,86.35,77.28,61.39,20.38,20.78,27.43,64.85,34,165.35,40.08,81.95,18.94,58.32,42.53,34.06,34.29,27.09,10.32,24.7,56.9,43.11,64.6,50.2,32.5,45.66,220.03,35.59,32.99
2006-04-26,84.84,51.5,9.52,84.16,76.06,60.43,20.51,20.68,27,63.98,34.07,163.5,40.18,82.84,19.15,58.38,42.39,33.9,34.3,27.08,10.28,24.65,57.56,43.15,64.16,49.59,32.74,45.75,214.08,35.34,32.3
2006-04-27,85,52,9.68,84.54,74.99,59.65,20.58,20.82,27,61.5,33.9,163.35,39.77,82.7,19.39,58.2,42.66,33.85,34,26.97,10.04,24.97,57.8,43.73,63.31,48.49,32.99,45.78,211.67,35.5,32.79
2006-04-28,85,53.63,9.91,84.28,75.5,60.5,21,21,27.71,62.57,34.49,163.81,40.25,83.51,19.99,58.65,44.1,34.6,34.42,24.23,10.27,24.9,58.3,43.85,64.15,48,33.37,45.58,209.52,35.77,32.88
2006-05-01,85.51,53.88,10.11,83.45,76.2,61.62,21.02,21.04,28.01,63.4,34.02,160.3,40.15,82.59,20.06,58.71,45.38,34.64,34.67,24.32,10.25,25.5,58.43,44,63,49.3,33.05,45.92,209.44,35.19,32.99
2006-05-02,85.15,52.9,10.02,84.26,75.94,61.57,21.13,21.05,27.9,63.82,34.39,157.6,40.9,82.11,19.64,58.77,45,34.4,34.24,24.49,10.26,25.05,57.66,45,63.15,49.3,33.1,46.12,200.74,34.64,32.2
2006-05-03,84.75,52.45,10.26,85.4,77.95,62.74,21.63,21.08,27.95,64.6,34.22,159.5,40.2,82.54,19.52,58.53,45.59,34.48,34.5,23.99,10.2,25.27,56.25,45.78,63.85,48.31,32.65,46.32,198.37,34.29,32.4
2006-05-04,85.9,52.25,10.17,85.89,78.5,61.6,21.52,20.98,28.16,63.77,34.5,159.16,40.42,82.87,19.28,58.44,45.51,34.85,34.08,23.35,10.17,25.3,56.23,45.99,63.73,46.6,32.83,46.92,197.71,34.62,32.4
2006-05-05,86.69,53,10.27,87.47,79.58,62.48,21.89,21.14,28.5,63.9,34.94,159.75,40.66,82.95,19.43,58.5,45.91,34.88,34.44,23.66,10.15,25.33,56.24,46,64.3,46.69,32.94,46.6,199,34.64,32.63
2006-05-08,87.1,53.65,10.43,88.48,79.99,62,21.65,21.42,29.3,63.6,35.1,164.39,41.15,82.6,19.64,58.7,46.6,35.21,34.77,23.85,10.2,25.4,56.01,45.5,65,46.15,33.13,47.25,197.75,34.99,33.09
2006-05-09,87.61,53.6,10.26,87.61,80,61.96,21.7,21.59,28.85,63.6,34.95,163.75,41.1,82.49,19.93,58.7,45.94,35.7,34.45,23.75,10.29,25.5,56.36,45.55,64.95,44.68,32.91,47.69,198.04,34.42,32.68
2006-05-10,87.25,53.42,10.18,88,81.39,62.81,21.36,21.84,29.8,63.5,34.94,164.85,41.3,82.9,19.85,58.4,45.74,35.76,34.44,23.67,10.3,25.29,56.69,45.21,65.2,44.79,32.71,47.71,204.36,34.68,32.48
2006-05-11,87.25,53.57,10.11,89.45,80.97,63.19,20.63,21.77,29.85,64.1,34.5,164.38,41.05,82.65,19.58,58.66,45.92,35.95,34.61,23.71,10.37,25.27,56.65,46.37,66.03,45.1,32.22,47.9,201.91,34.12,31.96
2006-05-12,86.9,52.6,9.69,88.21,79.25,62.75,20.16,21.64,29.8,63.46,34.38,158.75,40.53,82.47,19.28,58.4,44.95,35.37,34.48,23.14,10.12,24.7,55.8,45.09,65.49,43.93,31.81,47.26,191.96,33.56,30.71
2006-05-15,86.7,52.7,9.62,85.76,77.81,60.41,20.38,21.6,29.75,61.51,34.1,154.6,39.95,81.8,19.06,58.97,44.33,34.88,34.53,23.1,10.12,24.52,54.69,44.6,64.95,45.85,31.61,46.25,188.15,32.55,30.85
2006-05-16,87.12,53.2,9.73,85.89,77.96,60.8,20.49,22.07,29.97,62.11,34.74,153.6,39.6,83,19.26,59.96,44.6,35.05,34.85,23.16,10.23,24.7,55.6,45,65.1,47.07,31.68,47.87,188.18,32.84,31.1
2006-05-17,85.9,52.6,9.24,86.4,76.39,60.02,19.99,21.88,30.28,61.45,34.62,150.85,38.27,81.75,18.96,60,43.8,34.53,35,22.89,10.01,24.71,55.56,44.7,64.85,46.78,31.5,47.65,185.49,32.45,30.61
2006-05-18,83.63,52.07,9.38,84.25,76.09,58.94,20.17,21.79,29.76,60.25,34.49,149.36,38.5,80.5,18.73,60.3,43.29,34.83,34.54,22.84,9.94,24.21,55.2,44.56,63.55,46.1,30.81,47.02,189.58,31.71,30.1
2006-05-19,84.56,52.01,9.04,83,74.99,58.71,20.4,21.87,29.7,59.9,34.23,148.3,38.59,80.86,18,60.16,42.9,34.65,35.25,22.79,9.95,24,54.99,44.3,62.97,45.3,30.55,47.45,186.83,32.66,29.05
2006-05-22,84.31,51.88,9.12,84.46,72,58,20.62,21.78,30.1,59.95,34.05,148.51,38.5,79.83,18.13,59.68,42.75,34.08,34.32,22.48,9.81,23.78,53.96,44.53,62.7,44.43,30.8,47.29,184.11,33.96,30.42
2006-05-23,83.6,52.3,9.27,86.04,73.71,58.97,20.62,21.86,30.1,61.3,34.1,148.05,38.57,80.25,18.13,60.15,42.74,34.03,34.36,23.1,9.84,23.72,54.31,44.06,62.98,44,30.92,47.6,187.29,35,31.04
2006-05-24,83.19,52.33,9,84.97,73.4,57.84,20.4,21.76,30.31,60,33.76,143.65,37.8,79.35,18.01,60.12,42.1,33.63,34.25,22.99,9.88,23.99,54.56,43.77,62.62,42.77,30.95,47.53,188.86,33.41,30.95
2006-05-25,83.95,53.42,9.18,82.8,73.72,58.45,20.61,22.1,30.3,60.78,34.35,145.2,38.36,79.89,17.97,60.91,42.65,33.14,34,23.57,9.96,23.85,55.13,43.95,62.39,42.1,30.75,48.82,189.73,35.36,32.94
2006-05-26,83.26,54.22,9.19,83.6,74.25,59.6,20.54,22.24,30.33,61.53,34.47,150,38.5,80.16,18.13,60.84,43.1,33.35,34.48,23.77,9.99,24.04,55.2,43.95,62.7,42.5,31.31,49.6,192.47,35.66,32.86
2006-05-30,83.5,54.41,9.04,83.5,74.43,60,20.2,22.1,30.46,61.7,34.34,151,38.26,80.35,18.21,60.48,42.9,32.8,34.31,23.55,10.11,23.9,54.78,43.75,62.65,42.81,31.31,48.62,189.33,35.73,32.73
2006-05-31,83.7,54,8.82,81.21,72.58,58.47,19.81,21.85,30.35,60.21,34.15,151.3,37.77,80.15,17.89,60.14,42.66,32.78,33.01,23.26,10,23.66,54.58,43.25,62.74,43.75,30.94,48.48,187.09,34.74,32.19
2006-06-01,83.66,54.5,8.55,83.6,72.71,59.67,19.68,21.99,30.5,60.4,34.3,150.92,37.95,79.89,18.05,60.25,42.75,32.97,33.51,22.74,10.05,23.83,54.35,43.85,62.85,44.14,31.48,48.25,186.96,34.62,31.83
2006-06-02,84.8,54.78,8.92,84,73.55,60.41,20.5,21.88,30.61,61.5,34.64,155.5,38.41,80.5,18.02,60.7,43.8,33.55,33.65,22.85,10.17,24,54.37,44.33,63.2,46.28,31.96,48.17,192.92,34.68,31.77
2006-06-05,84.1,54.55,8.74,83.79,72.8,61.26,20.35,21.9,30.62,62.1,34.55,154.95,37.75,79.1,18.26,60.35,43.66,33.51,33.85,22.72,10.22,24.3,53.8,43.7,62.53,46.7,31.76,47.77,188.28,34.46,31.19
2006-06-06,83.2,53.83,8.6,82,69.25,59.36,19.92,21.8,30.89,60,34.4,151.39,37.57,79.06,18.05,60.44,42.97,33.25,33.7,22.55,10.06,24.04,53.11,41.84,61.26,46.3,31.73,47.34,188.48,33.58,30.83
2006-06-07,82.26,53.4,8.59,80.83,68.7,58.71,20.26,21.81,30.53,60.3,34.55,149.25,36.95,79.78,17.78,61.12,42.37,33.5,34.08,22.15,10.03,24.02,53.6,42.52,60.89,46.49,31.88,47.07,196.82,33.4,30.8
